year,economy,economy_label,mode,mode_label,direction,direction_label,us_dollars_at_current_prices_in_millions,us_dollars_at_current_prices_per_capita,percentage_of_total_world,percentage_of_gross_domestic_product,percentage_of_gross_fixed_capital_formation
2017,398,Kazakhstan,08,Flow,1,Inward,4669.3,258.257,0.274589,2.79924,13.09707
2017,400,Jordan,08,Flow,1,Inward,2029.718,207.414,0.119362,4.9859,25.82944
2017,404,Kenya,08,Flow,1,Inward,1266.131,25.211,0.074458,1.60763,8.90905
2017,408,Korea North,08,Flow,1,Inward,-12.791,-0.503,-7.52e-4,-0.07366,NA
2017,410,Korea South,08,Flow,1,Inward,17912.9,350.571,1.05341,1.10308,3.50055
2017,414,Kuwait,08,Flow,1,Inward,348.122,85.827,0.020472,0.29123,1.01733
2017,417,Kyrgyzstan,08,Flow,1,Inward,221.856,35.843,0.013047,2.88015,9.03651
2017,418,Lao People's Democratic Republic,08,Flow,1,Inward,1686.276,242.524,0.099165,10.00573,34.45302
2017,422,Lebanon,08,Flow,1,Inward,2522.41,369.889,0.148336,4.72416,24.31343
2017,426,Lesotho,08,Flow,1,Inward,123.1,58.856,0.007239,4.7737,19.75309
2017,428,Latvia,08,Flow,1,Inward,667.638,342.186,0.039262,2.20539,10.63188
2017,430,Liberia,08,Flow,1,Inward,247.84,52.707,0.014575,11.55233,48.42811
2017,440,Lithuania,08,Flow,1,Inward,1029.62,361.852,0.060549,2.15623,10.75441
2017,442,Luxembourg,08,Flow,1,Inward,-6815.332,-11514.058,-0.400792,-10.61877,-58.30037
2017,446,Macao,08,Flow,1,Inward,438.948,705.05,0.025813,0.86818,4.49816
2017,450,Madagascar,08,Flow,1,Inward,357.862,13.995,0.021045,2.71595,14.97264
2017,454,Malawi,08,Flow,1,Inward,90.2,5.105,0.005304,1.42098,10.97752
2017,458,Malaysia,08,Flow,1,Inward,9398.806,302.167,0.552719,2.94675,11.75207
2017,462,Maldives,08,Flow,1,Inward,457.808,922.261,0.026922,9.66656,35.19965
2017,466,Mali,08,Flow,1,Inward,563.208,30.423,0.033121,3.66297,18.85067
2017,470,Malta,08,Flow,1,Inward,3407.29,7780.355,0.200374,26.66023,130.4169
2017,478,Mauritania,08,Flow,1,Inward,587.244,137.124,0.034534,8.31484,25.96482
2017,480,Mauritius,08,Flow,1,Inward,479.996,379.594,0.028227,3.62006,20.81905
2017,484,Mexico,08,Flow,1,Inward,34165.03,273.808,2.009155,2.94976,13.33318
2017,496,Mongolia,08,Flow,1,Inward,1494.35,479.914,0.087879,13.06977,53.00991
2017,498,Moldova,08,Flow,1,Inward,157,38.673,0.009233,1.62362,7.28484
2017,499,Montenegro,08,Flow,1,Inward,558.566,890.055,0.032848,11.50114,42.72036
2017,500,Montserrat,08,Flow,1,Inward,1.607,322.19,9.5e-5,2.68083,11.89416
2017,504,Morocco,08,Flow,1,Inward,2686.03,75.49,0.157958,2.4482,8.54743
2017,508,Mozambique,08,Flow,1,Inward,2293.1,80.041,0.134851,17.3469,75.94971
2017,5100,Africa,08,Flow,1,Inward,41535.125,33.606,2.442571,1.88017,8.45117
2017,5110,Northern Africa,08,Flow,1,Inward,13273.157,58.819,0.780559,2.08673,7.97318
2017,512,Oman,08,Flow,1,Inward,2918.075,625.401,0.171604,3.68087,15.81307
2017,5120,Sub-Saharan Africa,08,Flow,1,Inward,28261.968,27.974,1.662012,1.79665,8.69601
2017,5121,Eastern Africa,08,Flow,1,Inward,12845.16,31.309,0.75539,3.52772,13.4817
2017,5122,Middle Africa,08,Flow,1,Inward,1197.2,7.298,0.070404,0.48675,2.13513
2017,5123,Southern Africa,08,Flow,1,Inward,2709.642,41.794,0.159347,0.70016,3.66772
2017,5124,Western Africa,08,Flow,1,Inward,11509.966,31.011,0.676871,1.99841,11.53635
2017,516,Namibia,08,Flow,1,Inward,373.616,155.503,0.021971,2.75402,17.51355
2017,5200,America,08,Flow,1,Inward,459684.212,467.206,27.032813,1.71449,8.48756
2017,5210,Northern America,08,Flow,1,Inward,303491.418,831.146,17.847528,1.42617,6.93033
2017,5220,Latin America and the Caribbean,08,Flow,1,Inward,156192.794,252.432,9.185285,2.82369,15.06495
2017,5221,Caribbean,08,Flow,1,Inward,4376.739,169.639,0.257384,3.59298,16.76237
2017,5222,Central America,08,Flow,1,Inward,45114.617,260.286,2.653071,3.18153,14.39066
2017,5223,South America,08,Flow,1,Inward,106701.438,254.278,6.274829,2.67309,15.30459
2017,524,Nepal,08,Flow,1,Inward,197.776,7.157,0.011631,0.77294,2.45868
2017,528,Netherlands,08,Flow,1,Inward,60477.627,3553.047,3.556529,7.25265,35.96027
2017,5300,Asia,08,Flow,1,Inward,545310.166,121.159,32.068249,1.84563,5.60947
2017,531,Curaçao,08,Flow,1,Inward,172.682,1066.028,0.010155,5.54065,21.07821
2017,5310,Central Asia,08,Flow,1,Inward,9081.43,128.147,0.534055,3.25801,12.28485
2017,5320,Southern Asia,08,Flow,1,Inward,51641.719,27.568,3.036913,1.3672,4.99375
2017,533,Aruba,08,Flow,1,Inward,162.458,1541.919,0.009554,5.31568,27.36272
2017,5330,Eastern Asia,08,Flow,1,Inward,281101.216,169.362,16.530819,1.43133,3.98722
2017,534,Sint Maarten (Dutch Part),08,Flow,1,Inward,32.737,789.92,0.001925,3.13878,17.77758
2017,5340,Western Asia,08,Flow,1,Inward,51159.225,205.931,3.008539,1.66803,6.44306
2017,5350,South-eastern Asia,08,Flow,1,Inward,152326.577,234.905,8.957923,5.47176,19.80783
2017,540,New Caledonia,08,Flow,1,Inward,494.949,1785.795,0.029107,5.23271,14.82717
2017,5400,Europe,08,Flow,1,Inward,605299.291,808.942,35.596051,2.97124,14.3972
2017,5410,Eastern Europe,08,Flow,1,Inward,63457.531,215.801,3.73177,2.10966,9.96183
2017,5420,Northern Europe,08,Flow,1,Inward,175936.989,1681.545,10.346389,3.77978,18.36173
2017,5430,Southern Europe,08,Flow,1,Inward,99621.809,648.957,5.858495,2.53024,14.25388
2017,5440,Western Europe,08,Flow,1,Inward,266282.963,1358.131,15.659397,3.03559,13.94008
2017,548,Vanuatu,08,Flow,1,Inward,24.327,85.21,0.001431,2.76433,10.16232
2017,5500,Oceania,08,Flow,1,Inward,48638.761,1198.2,2.860317,2.91514,12.2278
2017,554,New Zealand,08,Flow,1,Inward,2428.837,516.551,0.142833,1.1824,5.11532
2017,558,Nicaragua,08,Flow,1,Inward,771.9,120.896,0.045393,5.57587,21.44389
2017,5600,Asia and Oceania,08,Flow,1,Inward,593948.928,130.787,34.928565999999996,1.9028,5.86963
2017,562,Niger,08,Flow,1,Inward,338.711,15.679,0.019919,3.03231,10.7903
2017,566,Nigeria,08,Flow,1,Inward,3812.698,19.975,0.224215,1.01464,6.89541
2017,579,Norway,08,Flow,1,Inward,-2577.472,-486.653,-0.151574,-0.64697,-2.63283
2017,584,Marshall Islands,08,Flow,1,Inward,5.835,100.52,3.43e-4,2.80891,12.7087
2017,585,Palau,08,Flow,1,Inward,27.485,1543.3,0.001616,9.59921,34.88979
2017,586,Pakistan,08,Flow,1,Inward,2496,12.005,0.146783,0.82351,5.6816
2017,591,Panama,08,Flow,1,Inward,4176.645,1017.016,0.245617,6.70583,16.89333
2017,598,Papua New Guinea,08,Flow,1,Inward,-180.177,-21.353,-0.010596,-0.81877,-10.8736
2017,600,Paraguay,08,Flow,1,Inward,526.2,76.627,0.030944,1.34892,7.0306
2017,604,Peru,08,Flow,1,Inward,6860.493,218.179,0.403447,3.2558,15.83738
2017,608,Philippines,08,Flow,1,Inward,8703.551,82.755,0.511833,2.77519,11.09591
2017,616,Poland,08,Flow,1,Inward,9178.505,241.838,0.539764,1.74372,9.93633
2017,620,Portugal,08,Flow,1,Inward,7533.813,732.254,0.443044,3.40345,20.19515
2017,624,Guinea-Bissau,08,Flow,1,Inward,15.691,8.583,9.23e-4,1.16216,18.93136
2017,626,Timor-Leste,08,Flow,1,Inward,6.716,5.402,3.95e-4,0.27000999999999997,1.25914
2017,634,Qatar,08,Flow,1,Inward,985.989,361.867,0.057983,0.59066,1.32427
2017,642,Romania,08,Flow,1,Inward,5419.471,275.744,0.318705,2.56003,11.4245
2017,643,Russian Federation,08,Flow,1,Inward,25953.536,178.338,1.526259,1.64113,7.48635
2017,646,Rwanda,08,Flow,1,Inward,356.437,29.75,0.020961,3.90138,17.03379
2017,659,Saint Kitts And Nevis,08,Flow,1,Inward,50.927,978.696,0.002995,5.10835,16.69071
2017,660,Anguilla,08,Flow,1,Inward,53.535,3669.784,0.003148,19.03845,70.9599
2017,662,Saint Lucia,08,Flow,1,Inward,131.029,724.097,0.007705,7.21235,33.24488
2017,670,Saint Vincent And The Grenadines,08,Flow,1,Inward,98.14,893.592,0.005771,12.38859,48.26758
2017,678,Sao Tome And Principe,08,Flow,1,Inward,34.208,165.19,0.002012,9.35955,35.72
2017,682,Saudi Arabia,08,Flow,1,Inward,1419,42.869,0.083448,0.20607,0.84878
2017,686,Senegal,08,Flow,1,Inward,588.293,38.153,0.034596,2.80943,10.86153
2017,688,Serbia,08,Flow,1,Inward,3166.802,358.656,0.186231,6.16516,32.37319
2017,690,Seychelles,08,Flow,1,Inward,191.948,1990.787,0.011288,12.76929,34.46725
2017,694,Sierra Leone,08,Flow,1,Inward,128.883,17.211,0.007579,3.44696,21.85833
2017,702,Singapore,08,Flow,1,Inward,83603.948,14646.695,4.916527,24.83195,93.94208
2017,703,Slovakia,08,Flow,1,Inward,4016.771,737.306,0.236216,4.20704,19.75262
2017,704,Viet Nam,08,Flow,1,Inward,14100,149.048,0.829184,6.30083,26.49516
2017,705,Slovenia,08,Flow,1,Inward,897.745,432.358,0.052794,1.84867,10.09169
2017,706,Somalia,08,Flow,1,Inward,369,25.293,0.0217,24.64436,123.51778
2017,710,South Africa,08,Flow,1,Inward,2008.361,35.228,0.118106,0.57545,3.06669
2017,716,Zimbabwe,08,Flow,1,Inward,349.42,24.544,0.020548,1.58532,16.40121
2017,724,Spain,08,Flow,1,Inward,38806.823,831.918,2.282127,2.95659,15.84225
2017,728,South Sudan,08,Flow,1,Inward,1.42,0.13,8.4e-5,0.01863,0.27624
2017,729,Sudan,08,Flow,1,Inward,1065.298,26.102,0.062647,0.85896,3.75395
2017,740,Suriname,08,Flow,1,Inward,98.2,172.129,0.005775,3.05917,7.26244
2017,748,Eswatini,08,Flow,1,Inward,-56.01,-49.795,-0.003294,-1.25972,-9.91803
2017,752,Sweden,08,Flow,1,Inward,14249.034,1438.585,0.837948,2.63605,10.46148
2017,757,"Switzerland, Liechtenstein",08,Flow,1,Inward,107322.102,12635.641,6.311329,15.63315,63.2938
2017,762,Tajikistan,08,Flow,1,Inward,307.03,34.574,0.018056,4.28942,16.1082
2017,764,Thailand,08,Flow,1,Inward,6661.236,96.247,0.39173,1.46312,6.31355
2017,768,Togo,08,Flow,1,Inward,88.56,11.504,0.005208,1.91207,7.95124
2017,776,Tonga,08,Flow,1,Inward,13.781,135.103,8.1e-4,2.79866,9.76021
2017,780,Trinidad And Tobago,08,Flow,1,Inward,-456.861,-330.088,-0.026867,-2.03278,-12.29642
2017,784,United Arab Emirates,08,Flow,1,Inward,10354.223,1091.388,0.608904,2.74138,12.73606
2017,788,Tunisia,08,Flow,1,Inward,880.788,77.036,0.051797,2.21231,11.74836
2017,792,Turkey,08,Flow,1,Inward,11020,135.854,0.648057,1.29241,4.29671
2017,795,Turkmenistan,08,Flow,1,Inward,2085.944,362.29,0.122669,5.50161,11.09915
2017,796,Turks And Caicos Islands,08,Flow,1,Inward,22.068,594.568,0.0012979999999999999,2.29272,14.55194
2017,798,Tuvalu,08,Flow,1,Inward,0.3,26.397,1.8e-5,0.68318,3.08122
2017,800,Uganda,08,Flow,1,Inward,802.642,19.497,0.047201,2.95001,13.08956
2017,804,Ukraine,08,Flow,1,Inward,2601,58.466,0.152958,2.31838,14.70416
2017,807,Macedonia,08,Flow,1,Inward,205.262,98.589,0.012071,1.81534,8.04747
2017,818,Egypt,08,Flow,1,Inward,7408.7,76.82,0.435686,3.7967,24.85763
2017,834,Tanzania,08,Flow,1,Inward,937.7,17.155,0.055144,1.71351,4.71852
2017,842,United States,08,Flow,1,Inward,277258,844.39,16.30481,1.41288,6.9258
2017,854,Burkina Faso,08,Flow,1,Inward,2.573,0.134,1.51e-4,0.01816,0.08044
2017,858,Uruguay,08,Flow,1,Inward,-837.314,-243.643,-0.04924,-1.40654,-8.53824
2017,860,Uzbekistan,08,Flow,1,Inward,1797.3,56.236,0.105694,3.03804,11.88891
2017,862,Venezuela,08,Flow,1,Inward,-68,-2.313,-0.003999,-0.02742,-0.09863
2017,882,Samoa,08,Flow,1,Inward,9.078,46.467,5.34e-4,1.10096,12.21982
2017,887,Yemen,08,Flow,1,Inward,-269.85,-9.695,-0.015869,-1.1173,-7.20837
2017,894,Zambia,08,Flow,1,Inward,1107.5,65.713,0.065129,4.28133,11.03195
2017,926,United Kingdom,08,Flow,1,Inward,101240.701,1511.512,5.953698,3.79715,21.95334
2018,0000,World,08,Flow,1,Inward,1495222.579,196.928,100,1.74893,6.93044
2018,004,Afghanistan,08,Flow,1,Inward,119.44,3.213,0.007988,0.58224,2.64482
2018,008,Albania,08,Flow,1,Inward,1289.69,447.384,0.086254,8.56431,35.3826
2018,012,Algeria,08,Flow,1,Inward,1466.082,34.718,0.098051,0.84375,2.08394
2018,024,Angola,08,Flow,1,Inward,-6456.076,-209.546,-0.43178,-6.09625,-29.78655
2018,028,Antigua And Barbuda,08,Flow,1,Inward,116.494,1209.922,0.007791,7.23305,28.48177
2018,031,Azerbaijan,08,Flow,1,Inward,1403,141.012,0.093832,2.98898,14.48725
2018,032,Argentina,08,Flow,1,Inward,11872.857,267.641,0.794053,2.28996,15.91014
2018,036,Australia,08,Flow,1,Inward,68047.908,2733.05,4.551022,4.68047,20.19772
2018,040,Austria,08,Flow,1,Inward,2085.671,234.572,0.139489,0.45788,1.87419
2018,044,Bahamas,08,Flow,1,Inward,947.43,2456.805,0.063364,7.6255,31.92257
2018,048,Bahrain,08,Flow,1,Inward,1654.255,1054.042,0.110636,4.36752,15.28761
2018,050,Bangladesh,08,Flow,1,Inward,3613.3,22.39,0.241656,1.34011,4.29041
2018,051,Armenia,08,Flow,1,Inward,254.146,86.1,0.016997,2.0441,12.22154
2018,052,Barbados,08,Flow,1,Inward,241.596,842.857,0.016158,4.74958,34.4572
2018,056,Belgium,08,Flow,1,Inward,17733.269,1544.417,1.185995,3.26564,13.701
2018,060,Bermuda,08,Flow,1,Inward,73.364,1168.905,0.004907,1.15508,7.93811
2018,064,Bhutan,08,Flow,1,Inward,6.088,8.07,4.07e-4,0.22901,0.44221
2018,068,Bolivia,08,Flow,1,Inward,302.369,26.633,0.020222,0.75052,3.72172
2018,070,Bosnia And Herzegovina,08,Flow,1,Inward,472.8,142.241,0.031621,2.39006,12.95293
2018,072,Botswana,08,Flow,1,Inward,285.955,126.862,0.019125,1.53619,5.08851
2018,076,Brazil,08,Flow,1,Inward,59802.406,285.495,3.999566,3.20036,20.22182
2018,084,Belize,08,Flow,1,Inward,122.042,318.588,0.008162,6.52209,32.22269
2018,090,Solomon Islands,08,Flow,1,Inward,24.838,38.045,0.001661,1.95416,13.79366
2018,092,Virgin Islands BR,08,Flow,1,Inward,58776.984,1972712.99,3.930986,4065.55037,17013.86005
2018,096,Brunei Darussalam,08,Flow,1,Inward,382.018,890.568,0.025549,2.81581,6.88605
2018,100,Bulgaria,08,Flow,1,Inward,1213.907,172.146,0.081186,1.83372,9.75138
2018,104,Myanmar,08,Flow,1,Inward,3554.048,66.173,0.237694,4.88563,14.88101
2018,108,Burundi,08,Flow,1,Inward,0.984,0.088,6.6e-5,0.02995,0.25014
2018,1100,Developed economies,08,Flow,1,Inward,761391.379,717.824,50.921608,1.54256,7.28323
2018,112,Belarus,08,Flow,1,Inward,1421,150.329,0.095036,2.38174,9.20336
2018,1120,Developed economies: America,08,Flow,1,Inward,297093.404,808.686,19.86951,1.32629,6.38132
2018,1130,Developed economies: Asia,08,Flow,1,Inward,30646.81,226.036,2.049649,0.5737,2.38816
2018,1140,Developed economies: Europe,08,Flow,1,Inward,363657.575,688.626,24.3213,1.82239,8.80726
2018,1150,Developed economies: Oceania,08,Flow,1,Inward,69993.59,2361.355,4.681149,4.21194,18.13277
2018,116,Cambodia,08,Flow,1,Inward,3207.587,197.392,0.214522,13.05396,57.88632
2018,120,Cameroon,08,Flow,1,Inward,765.092,30.341,0.051169,1.97728,8.67911
2018,1200,Developing economies,08,Flow,1,Inward,699305.564,112.395,46.769329,2.06909,6.58811
2018,1210,Developing economies: Africa,08,Flow,1,Inward,50576.532,39.902,3.382542,2.16986,10.16064
2018,1220,Developing economies: America,08,Flow,1,Inward,148920.321,238.333,9.959743,2.79707,14.80311
2018,1230,Developing economies: Asia,08,Flow,1,Inward,498559.784,115.461,33.343516,1.91069,5.47722
2018,124,Canada,08,Flow,1,Inward,43459.04,1172.207,2.906526,2.53766,11.28518
2018,1250,Developing economies: Oceania,08,Flow,1,Inward,1248.928,108.475,0.083528,2.52408,14.76649
2018,1300,Transition economies,08,Flow,1,Inward,34525.636,111.315,2.309063,1.47734,6.82288
2018,132,Cabo Verde,08,Flow,1,Inward,105.344,193.731,0.007045,5.32898,13.17894
2018,136,Cayman Islands,08,Flow,1,Inward,16770.828,261341.835,1.121628,305.74566,1363.4626
2018,140,Central African Republic,08,Flow,1,Inward,18.004,3.858,0.001204,0.80259,5.39583
2018,144,Sri Lanka,08,Flow,1,Inward,1614.044,76.031,0.107947,1.8147200000000001,6.87048
2018,148,Chad,08,Flow,1,Inward,460.891,29.778,0.030824,4.04736,26.94618
2018,152,Chile,08,Flow,1,Inward,7020.659,374.852,0.469539,2.3541,11.04828
2018,156,China,08,Flow,1,Inward,138305,96.876,9.249793,1.01634,2.40307
2018,158,Taiwan,08,Flow,1,Inward,6998,294.945,0.468024,1.15074,5.28946
2018,170,Colombia,08,Flow,1,Inward,11535.12,232.277,0.771465,3.49308,16.50653
2018,174,Comoros,08,Flow,1,Inward,6.861,8.243,4.59e-4,0.58854,4.84351
2018,178,Congo Republic,08,Flow,1,Inward,4315.251,822.836,0.288603,30.44658,77.28455
2018,180,Congo Democratic Republic,08,Flow,1,Inward,1616.795,19.232,0.108131,3.42934,16.66741
2018,184,Cook Islands,08,Flow,1,Inward,11.559,659.781,7.73e-4,3.18673,28.89253
2018,188,Costa Rica,08,Flow,1,Inward,2236.535,447.357,0.149579,3.71975,21.45214
2018,191,Croatia,08,Flow,1,Inward,1151.936,277.147,0.077041,1.88869,9.42582
2018,196,Cyprus,08,Flow,1,Inward,6469.445,7435.725,0.432674,25.91636,134.93643
2018,203,Czechia,08,Flow,1,Inward,11010.362,1032.317,0.736369,4.48989,17.61283
2018,204,Benin,08,Flow,1,Inward,194.074,16.898,0.01298,1.86401,6.29943
2018,208,Denmark,08,Flow,1,Inward,162.638,28.274,0.010877,0.04573,0.20643
2018,2101,Developed economies: Asia and Oceania,08,Flow,1,Inward,100640.4,609.111,6.730797,1.43696,6.02894
2018,2102,Developing economies: Asia and Oceania,08,Flow,1,Inward,499808.711,115.442,33.427044,1.91185,5.48584
2018,2116,Sub-Saharan Africa excluding South Africa,08,Flow,1,Inward,29788.988,30.407,1.992278,2.2382,11.17865
2018,2117,Africa excluding South Africa,08,Flow,1,Inward,45126.979,37.303,3.018078,2.29914,10.47459
2018,212,Dominica,08,Flow,1,Inward,-37.178,-519.059,-0.002486,-6.74871,-43.82843
2018,214,Dominican Republic,08,Flow,1,Inward,2535.3,238.568,0.16956,3.1185,12.91135
2018,2160,Developing economies excluding China,08,Flow,1,Inward,561000.564,117.016,37.519535,2.77867,11.54488
2018,2161,Developing economies excluding LDCs,08,Flow,1,Inward,676873.169,129.864,45.269058,2.06863,6.55985
2018,218,Ecuador,08,Flow,1,Inward,1455.697,85.206,0.097357,1.34292,5.36468
2018,2200,M49 developing regions,08,Flow,1,Inward,709093.49,112.361,47.423942,2.07575,6.6225
2018,2205,M49 developed regions,08,Flow,1,Inward,786129.089,613.254,52.576058,1.53144,7.23384
2018,2210,LDCs (Least developed countries),08,Flow,1,Inward,22432.395,22.217,1.500271,2.08312,7.57258
2018,2211,LDCs: Africa and Haiti,08,Flow,1,Inward,10679.763,15.86,0.714259,1.75729,6.83096
2018,2213,LDCs: Asia,08,Flow,1,Inward,11605.03,34.859,0.776141,2.5088,8.37533
2018,2216,LDCs: Islands,08,Flow,1,Inward,147.602,43.615,0.009872,2.25265,11.1285
2018,222,El Salvador,08,Flow,1,Inward,826.01,128.647,0.055243,3.17002,19.26394
2018,2220,LLDCs (Landlocked developing countries),08,Flow,1,Inward,22220.406,43.663,1.486094,2.74992,10.88465
2018,2221,LDCs: Africa,08,Flow,1,Inward,10574.763,15.968,0.707237,1.76702,6.88239
2018,2222,LDCs: Islands and Haiti,08,Flow,1,Inward,252.602,17.412,0.016894,1.59475,6.28315
2018,2230,SIDS (Small island developing States) (UNCTAD),08,Flow,1,Inward,1889.343,165.851,0.126359,2.46772,13.34489
2018,2231,SIDS: Atlantic and Indian Ocean,08,Flow,1,Inward,1172.605,338.209,0.078423,4.749,20.7967
2018,2232,SIDS: Caribbean,08,Flow,1,Inward,72.824,16.839,0.00487,0.18426,1.19201
2018,2233,SIDS: Pacific,08,Flow,1,Inward,643.914,178.865,0.043065,5.21463,26.71793
2018,2250,SIDS (Small island developing States) (UN-OHRLLS),08,Flow,1,Inward,88090.772,1651.939,5.891482,14.14408,60.226
2018,226,Equatorial Guinea,08,Flow,1,Inward,396.078,302.588,0.02649,2.9725799999999998,19.78677
2018,231,Ethiopia,08,Flow,1,Inward,3310.3,30.307,0.221392,4.1228,12.23546
2018,232,Eritrea,08,Flow,1,Inward,61.015,17.671,0.004081,0.89005,12.42574
2018,233,Estonia,08,Flow,1,Inward,1486.082,1123.341,0.099389,4.83323,20.25685
2018,2370,Selected exporters of petroleum,08,Flow,1,Inward,43918.689,62.43,2.937268,0.85404,3.94249
2018,2371,Selected exporters of manufactured goods,08,Flow,1,Inward,481802.567,126.821,32.222799,2.04122,5.70092
2018,2372,Selected exporters of manufactured goods and primary commodities,08,Flow,1,Inward,272320.397,108.56,18.2127,1.3163,3.62466
2018,2373,Selected exporters of agricultural products,08,Flow,1,Inward,25142.729,56.501,1.681538,2.13252,11.53137
2018,2374,Selected exporters of minerals and mining products,08,Flow,1,Inward,21316.465,89.147,1.425638,2.96103,13.46549
2018,2376,Selected LIFDC (Low-income food-deficit countries),08,Flow,1,Inward,71926.129,34.201,4.810396,1.91665,6.48267
2018,2378,LIFDC (Low-income food-deficit countries) (FAO),08,Flow,1,Inward,86192.368,33.721,5.764518,2.05098,7.16643
2018,2411,Net food-importing economies,08,Flow,1,Inward,684592.591,160.235,45.78533,1.51656,5.38146
2018,2412,Net food-exporting economies,08,Flow,1,Inward,810569.848,244.935,54.210648,2.00913,9.1561
2018,2413,Net food-exporting developing economies,08,Flow,1,Inward,258595.206,95.956,17.294763,2.33908,9.54013
2018,2414,Net food-exporting transition economies,08,Flow,1,Inward,8532.561,128.206,0.570655,3.2774200000000002,16.08378
2018,2415,Net food-exporting developed economies,08,Flow,1,Inward,543442.081,991.96,36.34523,1.87209,8.92479
2018,2416,Major net food-exporting economies,08,Flow,1,Inward,791336.045,255.607,52.924297,1.98962,9.10532
2018,242,Fiji,08,Flow,1,Inward,470.973,533.083,0.031499,8.50621,47.15773
2018,2420,Net food-importing developing economies,08,Flow,1,Inward,440650.218,125.328,29.470543,1.93828,5.57542
2018,2421,Net food-importing transition economies,08,Flow,1,Inward,25993.075,106.701,1.738408,1.25167,5.73829
2018,2422,Net food-importing developed economies,08,Flow,1,Inward,217949.297,424.979,14.576378,1.07204,4.99323
2018,2423,Major net food-importing economies,08,Flow,1,Inward,625864.76,181.589,41.857632,1.45135,5.09115
2018,246,Finland,08,Flow,1,Inward,-2427.228,-439.509,-0.162332,-0.87664,-3.70139
2018,250,"France, metropolitan",08,Flow,1,Inward,38185.103,587.549,2.553807,1.37411,6.01097
2018,2508,Industrialized economies (UNIDO),08,Flow,1,Inward,965840.408,758.01,64.595093,1.78397,8.23447
2018,2509,EIEs (Emerging Industrial Economies) (UNIDO),08,Flow,1,Inward,430069.607,103.301,28.762916,1.58445,4.85571
2018,251,France,08,Flow,1,Inward,38185.103,567.98,2.553807,1.37057,5.99546
2018,2510,Emerging markets,08,Flow,1,Inward,678077.884,145.399,45.349628,2.03606,6.5024
2018,2511,Emerging markets: Africa,08,Flow,1,Inward,19992.118,56.781,1.337066,1.92294,12.13587
2018,2512,Emerging markets: America,08,Flow,1,Inward,133319.286,251.631,8.91635,2.75594,14.84486
2018,2513,Emerging markets: Asia,08,Flow,1,Inward,460284.974,132.168,30.783709,1.90929,5.30766
2018,2514,Emerging markets: Europe and Kazakhstan,08,Flow,1,Inward,64481.506,215.614,4.312502,1.94307,9.30198
2018,258,French Polynesia,08,Flow,1,Inward,-45.316,-163.198,-0.003031,-0.74289,-3.68383
2018,2611,HIPCs (Heavily indebted poor countries) (IMF),08,Flow,1,Inward,26822.265,37.255,1.793864,3.8653,15.25774
2018,262,Djibouti,08,Flow,1,Inward,170.003,177.286,0.01137,5.81534,21.40818
2018,2621,High-income developing economies,08,Flow,1,Inward,551381.456,223.876,36.876213,2.11426,6.43774
2018,2622,Middle-income developing economies,08,Flow,1,Inward,133634.864,43.407,8.937456,1.84624,6.93872
2018,2623,Low-income developing economies,08,Flow,1,Inward,14289.244,21.002,0.95566,2.97492,11.53326
2018,2624,Low-income economies (World Bank),08,Flow,1,Inward,13936.986,20.242,0.932101,2.86132,11.29261
2018,2625,Lower-middle-income economies (World Bank),08,Flow,1,Inward,136006.924,44.68,9.096099,1.98561,7.40401
2018,2626,Upper-middle-income economies (World Bank),08,Flow,1,Inward,355980.414,133.171,23.807854,1.48652,4.50133
2018,2627,High-income economies (World Bank),08,Flow,1,Inward,990900.739,820.083,66.271119,1.82492,8.44796
2018,2628,High-income OECD members (World Bank),08,Flow,1,Inward,761443.433,693.161,50.925089,1.49405,6.94998
2018,2629,High-income non OECD members (World Bank),08,Flow,1,Inward,229457.306,2090.06,15.34603,6.88396,29.66797
2018,266,Gabon,08,Flow,1,Inward,1379.071,650.728,0.092232,8.11501,37.91748
2018,268,Georgia,08,Flow,1,Inward,1265.236,316.076,0.084619,7.189,28.58705
2018,270,Gambia,08,Flow,1,Inward,32.958,14.455,0.002204,2.01847,11.08563
2018,2710,BASIC,08,Flow,1,Inward,245713.151,80.626,16.433216,1.31932,3.52998
2018,2711,BRICS,08,Flow,1,Inward,258940.793,81.089,17.317876,1.27653,3.54246
2018,275,Palestinian Territory,08,Flow,1,Inward,251.628,51.744,0.016829,1.54595,5.76442
2018,276,Germany,08,Flow,1,Inward,73569.581,885.054,4.92031,1.86273,8.73452
2018,288,Ghana,08,Flow,1,Inward,2989,100.413,0.199903,4.56094,32.17353
2018,296,Kiribati,08,Flow,1,Inward,-1.144,-9.879,-7.7e-5,-0.60701,-1.36291
2018,300,Greece,08,Flow,1,Inward,3973.339,377.613,0.26573599999999997,1.82147,16.44114
2018,308,Grenada,08,Flow,1,Inward,126.991,1139.452,0.008493,10.86602,44.453360000000004
2018,3101,AMU (Arab Maghreb Union),08,Flow,1,Inward,6833.794,72.526,0.457042,2.01472,5.99285
2018,3102,COMESA (Common Market for Eastern and Southern Africa),08,Flow,1,Inward,21085.344,37.543,1.410181,2.99508,14.73181
2018,3103,ECCAS (Economic Community of Central African States),08,Flow,1,Inward,2908.822,15.103,0.194541,1.10572,5.17629
2018,3104,ECOWAS (Economic Community of West African States),08,Flow,1,Inward,12943.955,34.353,0.865688,2.026,12.79202
